author,title,description,url,urlToImage,publishedAt,content,source.id,source.name,annotation,
Alexandra Del Rosario,"Taylor Swift reportedly just joined the billionaire's club, thanks to her Eras tour","Taylor Swift's net worth is now over $1 billion thanks to the Eras tour, Bloomberg reports. The news comes amid the release of '1989 (Taylor's Version)' and her concert film's box office success.",https://www.latimes.com/entertainment-arts/music/story/2023-10-27/taylor-swift-billionaire-eras-tour-movie-billionaire-bloomberg,https://ca-times.brightspotcdn.com/dims4/default/e6b6d8a/2147483647/strip/true/crop/4000x2100+0+0/resize/1200x630!/quality/75/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2Fe0%2Fde%2F9e80ee1545d9bc32a14a304bede6%2Ftaylor-swift-francia-07405.jpg,2023-10-27T17:21:57Z,"Taylor Swift is reportedly in her billionaire era. 
The Bejeweled singers net worth is now more than $1 billion, thanks to her blockbuster Eras tour, according to a Bloomberg News analysis published… [+2011 chars]",,Los Angeles Times,8,
Jeet Heer,Leonardo DiCaprio Is Just the Latest of Martin Scorcese's Husbands From Hell,"Jeet Heer



Killers of the Flower Moon offers a vivid and compelling study of racism as domestic violence.




The post Leonardo DiCaprio Is Just the Latest of Martin Scorcese's Husbands From Hell appeared first on The Nation.",https://www.thenation.com/article/culture/flower-moon-racism-domestic-violence-scorcese/,https://www.thenation.com/wp-content/uploads/2023/10/Killers_Of_The_Flower_Moon_Feature_Photo_0102.jpg,2023-10-27T17:04:14Z,"Culture / October 27, 2023
Killers of the Flower Moon offers a vivid and compelling study of racism as domestic violence.
Ad Policy
Leonardo DiCaprio and Lily Gladstone in Killers of the Flower Mo… [+9421 chars]",,Thenation.com,2,
EverOut Staff,"The Best Bang for Your Buck Events in Portland This Halloween Weekend: Oct 27-31, 2023","Killer Pumpkin Fest, Stand Up Paddleboard Witches, and More Cheap & Easy Events Under $15
 
 by EverOut Staff
 
 
 
 Happy Halloweekend, Portland! Our cheap and easy guide is filled with frighteningly fun things to do (don't worry, it's all treats, no tricks!…",https://everout.com/portland/articles/the-best-bang-for-your-buck-events-in-portland-this-halloween-weekend-oct-27-31-2023/c5194/,https://d2sa0osf92td39.cloudfront.net/eyJidWNrZXQiOiAiZXZlcm91dC1pbWFnZXMtcHJvZHVjdGlvbiIsICJrZXkiOiAiaW1hZ2UtMTY5ODM5MzU5NTQ5ODYxOC1raWxsZXJwdW1wa2luZmVzdDIzLmpwZyIsICJlZGl0cyI6IHsicmVzaXplIjogeyJmaXQiOiAiaW5zaWRlIiwgInBvc2l0aW9uIjogImNlbnRyZSIsICJ3aWR0aCI6IDEyMDAsICJoZWlnaHQiOiA2MzB9fX0=,2023-10-27T17:01:00Z,"Jump to: Friday | Saturday | Sunday | Monday | Tuesday | Multi-Day
ACTIVISM &amp; SOCIAL JUSTICE
Flowers For PalestineRemindLikeListShow your support for Palestinian liberation at this pop-up event… [+26913 chars]",,Everout.com,6,
EverOut Staff,"The Best Bang for Your Buck Events in Seattle This Halloween Weekend: Oct 27-31, 2023","Witches and Wizards Paddle, Trolloween, and More Cheap & Easy Events Under $15
 
 by EverOut Staff
 
 
 
 Happy Halloweekend, Seattle! Our cheap and easy guide is filled with frighteningly fun things to do (all treats, no tricks!) from Friday all the way up t…",https://everout.com/seattle/articles/the-best-bang-for-your-buck-events-in-seattle-this-halloween-weekend-oct-27-31-2023/c5193/,https://d2sa0osf92td39.cloudfront.net/eyJidWNrZXQiOiAiZXZlcm91dC1pbWFnZXMtcHJvZHVjdGlvbiIsICJrZXkiOiAiaW1hZ2UtMTY5ODM4NzI0OTI1NjI3NC13aXRjaHBhZGRsZS5qcGciLCAiZWRpdHMiOiB7InJlc2l6ZSI6IHsiZml0IjogImluc2lkZSIsICJwb3NpdGlvbiI6ICJjZW50cmUiLCAid2lkdGgiOiAxMjAwLCAiaGVpZ2h0IjogNjMwfX19,2023-10-27T17:00:00Z,"Jump to: Monday | Tuesday | Wednesday | Thursday | Friday | Saturday | Sunday | Multi-Day
COMEDY
The Disabled List Presents: Live ComedyRemindLikeListKayla Brown and Dan Hurwitz, creators of the ""a… [+24632 chars]",,Everout.com,6,
Josh Rosenberg,Martin Scorsese Says These 59 Movies Pair Perfectly With His Films,This is one hell of a movie marathon.,https://www.esquire.com/entertainment/movies/a45665108/martin-scorsese-letterboxd-movies/,"https://hips.hearstapps.com/hmg-prod/images/martin-scorsese-attends-apple-tv-s-killers-of-the-flower-news-photo-1698415247.jpg?crop=0.926xw:0.695xh;0.0737xw,0.0361xh&resize=1200:*",2023-10-27T16:30:00Z,"Cinephiles, the 
movie gods are smiling upon us, because Martin Scorsese just joined Letterboxd. Words cannot contain what a momentous occasion this is. Film bros far and wideeven the ones who write… [+1505 chars]",,esquire.com,9,
Megan LaPierre,Brendan Fraser Says Upper Canada College Was Like 'Lord of the Flies',"As originally published by Megan LaPierre on Exclaim!The foremost Brenaissance man, Brendan Fraser, is having another huge year. With",http://exclaim.ca/film/article/brendan_fraser_says_upper_canada_college_was_like_lord_of_the_flies,,2023-10-27T16:21:00Z,"As originally published by Megan LaPierre on Exclaim!The foremost Brenaissance man, Brendan Fraser, is having another huge year. With Killers of the Flower Moon drawing $44 million USD at the box off… [+2058 chars]",,Exclaim!,2,
The Feed,Martin Scorsese joins Letterboxd; creates list with 69 movies,"Martin Scorsese has joined social media platform Letterboxd where he created his own list of movies. He added 69 movies in the list with timeless classics and his own creations. For ""Killers of the Flower Moon,"" he recommends pairing William Wyler's 1949 roma…",https://economictimes.indiatimes.com/news/international/us/martin-scorsese-joins-letterboxd-creates-list-with-69-movies/articleshow/104762582.cms,"https://img.etimg.com/thumb/msid-104762558,width-1200,height-630,imgsize-73446,overlay-economictimes/photo.jpg",2023-10-27T16:16:33Z,"Health of Greater Import for India Post Pandemic Indias rising preference for healthy foods is showing up in its imports, with a surge in inbound shipments of avocado, dry fruits, buckwheat and olive… [+84 chars]",the-times-of-india,The Times of India,9,
Siddhant Adlakha,This Image Is Important,"""Killers of the Flower Moon''s most famous image — the subject of a whole meme life cycle — carries surprising weight in the context of the film.",http://www.vulture.com/article/a-close-read-of-killers-of-the-flower-moons-table-scene.html,https://pyxis.nymag.com/v1/imgs/42f/a20/570529af03b544201f3072defd54cd75ea-Killers-of-the-Flower-Moon-Photo-0101.1x.rsocial.w1200.jpg,2023-10-27T16:11:08Z,"For almost two entire years, the only available image from Martin Scorseses Killers of the Flower Moon showed Lily Gladstone seated at a dining table, looking dotingly at Leonardo DiCaprio, though th… [+6275 chars]",,Vulture,4,
Abdul Azim Naushad,Brendan Fraser Movies & TV Shows List (2023): From The Mummy to The Whale,"Brendan Fraser is most famous for his roles in films like Encino Man, George of the Jungle, The Mummy trilogy, and The Whale, but what other films has he acted in? Here's all you need to know about Brendan Fraser's filmography, along with their upcoming films…",https://www.comingsoon.net/guides/news/1381016-brendan-fraser-movies-tv-shows-list-2023-from-the-mummy-to-the-whale,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/10/Brendan-Fraser-Movies-TV-Shows-List-2023.jpg?resize=1200,630",2023-10-27T16:00:17Z,"Brendan Fraser is most famous for his roles in films like Encino Man, George of the Jungle, The Mummy trilogy, and The Whale, but what other films has he acted in?
Heres all you need to know about B… [+3573 chars]",,ComingSoon.net,2,
Brian Grubb,"The Rundown: Please Release ""Paddington In Peru' As Soon As Possible","STUDIOCANAL


Also in this week's column: We have a Van Damme v. Vin Diesel feud and a BULL SEMEN HEIST on our hands, people.",https://uproxx.com/movies/paddington-in-peru-release-date/,https://uproxx.com/wp-content/uploads/2023/10/Paddington_bear_rundown710x400.jpg?w=710,2023-10-27T15:28:23Z,"The Rundown is a weekly column that highlights some of the biggest, weirdest, and most notable events of the week in entertainment. The number of items could vary, as could the subject matter. It wil… [+15505 chars]",,UPROXX,6,
Jordan Moreau,"Box Office: ""Five Nights at Freddy's' Makes $10.3 Million in Previews","Watch out, Mario, there's another video game character hitting the big screen. “Five Nights at Freddy's,” the popular survival horror video game from 2014, is coming to theaters (and Peacock) just in time for Halloween. The movie picked up $10.3 million at th…",https://variety.com/2023/film/box-office/box-office-five-nights-at-freddys-previews-1235769527/,https://variety.com/wp-content/uploads/2023/10/Five.jpg?w=1000&h=562&crop=1,2023-10-27T14:35:04Z,"Watch out, Mario, there's another video game character hitting the big screen.
“Five Nights at Freddy's,” the popular survival horror video game from 2014, is coming to theaters (and Peacock) just i… [+1621 chars]",,Variety,8,
JAKE COYLE AP film writer,The strike has dimmed the spotlight on the fall's best performances. Here's 13 you shouldn't miss,One of the many impacts of Hollywood's lengthy actors strike has been that most performers haven't been able to promote their work,https://abcnews.go.com/Entertainment/wireStory/strike-dimmed-spotlight-falls-best-performances-13-miss-104426077,https://i.abcnewsfe.com/a/8d2a1ea9-3987-4f28-b139-3efc4b2d295d/wirestory_254e0948d7df34534d5d95763d43bd03_16x9.jpg?w=992,2023-10-27T14:30:34Z,"NEW YORK -- The fallout from the actors strike, now past 100 days, has been widespread throughout the film industry. Movies large and small have postponed. Sound stages remain shuttered. Adjacent ind… [+6918 chars]",abc-news,ABC News,2,
"Rahul Chettiyar, Manas Mitul","The Marvels, The Killer, Tiger 3 and More: The 9 Biggest Movies in November","Salman Khan and Katrina Kaif-led Tiger 3, David Fincher's The Killer, The Marvels starring Brie Larson and Iman Vellani, The Hunger Games: The Ballad of Songbirds and Snakes, Joaquin Phoenix's Napoleon, Lakeerein, and more — a list of the biggest movies out i…",https://www.gadgets360.com/entertainment/features/movies-releasing-november-2023-marvels-tiger-3-hunger-games-ballad-songbirds-snakes-killer-napoleon-netflix-4520836,https://i.gadgets360cdn.com/large/movies_in_november_2023_1698419932383.jpg,2023-10-27T14:22:12Z,"What are the biggest movies releasing in November 2023? The Marvels is poised to continue the erratic Phase 5 of the Marvel Cinematic Universe in style, transporting us to a destabilising universe wh… [+13599 chars]",,Gadgets360.com,6,
Steven Hyden,"Indiecast Discusses The Gaslight Anthem And ""Killers Of The Flower Moon'","Kelsey Ayres


Steven and Ian also celebrate the 20th anniversary of The Shins' 'Chutes Too Narrow.'",https://uproxx.com/indie/indiecast-gaslight-anthem-killers-of-the-flower-moon/,https://uproxx.com/wp-content/uploads/2022/03/Gaslight-Anthem-2022.jpg?w=710,2023-10-27T13:40:00Z,"After a short Sportscast segment in which Steven and Ian mourn the sorry states of their respective teams at the moment (Packers and Phillies), they get down to some inside-baseball chat about reckon… [+1500 chars]",,UPROXX,7,
EJ Tangonan,Five Nights at Freddy's: The video game adaptation frightens over $7 million in ticket sales in Thursday previews,"The haunted Chuck-E-Cheese parody is giving Scorsese a run for his money during this late-October weekend.
The post Five Nights at Freddy's: The video game adaptation frightens over $7 million in ticket sales in Thursday previews appeared first on JoBlo.",https://www.joblo.com/five-nights-at-freddys-7-million/,https://www.joblo.com/wp-content/uploads/2023/08/five-nights-at-freddys.jpg,2023-10-27T13:06:50Z,"The haunted Chuck-E-Cheese parody is giving Scorsese a run for his money during this late-October weekend.
Martin Scorsese may want to fight back stronger against comic book movie culture, but a vid… [+2050 chars]",,JoBlo.com,8,
Angela Watercutter,Taylor Swift and Beyoncé Are Resurrecting the American Movie Theater,"This week, as “Swifties of the Flower Moon” took over social media, Swift trounced Martin Scorsese at the US box office. Beyoncé's tour film is coming later this fall. Cinema is back, baby!",https://www.wired.com/story/taylor-swift-and-beyonce-may-be-all-that-can-save-american-theaters/,"https://media.wired.com/photos/653affaf8ed7be7c5629be12/191:100/w_1280,c_limit/Taylor%20Swift%20and%20Beyonce%CC%81%20Are%20Resurrecting%20the%20American%20Movie%20Theater%20Culture%20GettyImages-1730942892.jpg",2023-10-27T13:00:00Z,8,wired,Wired,8,
Hesher Keenan,"Sh*t That Comes Out Today - October 27, 2023","New releases from Autopsy, Wayfarer, Year of the Knife, and more!
The post Sh*t That Comes Out Today - October 27, 2023 appeared first on MetalSucks.",https://www.metalsucks.net/2023/10/27/sht-that-comes-out-today-october-27-2023/,https://cdn-p.smehost.net/sites/2ed48fdcc3904f548299cd86d78e9885/wp-content/uploads/2019/01/MS.BANNER.STCOT2_.jpg,2023-10-27T13:00:00Z,"We'd like to take a moment to announce that after a 168 hours apart, we've decided to welcome the weekend back into the fold. We're thankful for the contributions that the weekdays have given us, but… [+3775 chars]",,MetalSucks,6,
